"Title","ID","Created Date","Updated Date","Owner","project","monthText","month","year","strategy","slug","company","Strategy","monthEnd","quarter"
"Social Media & Content Strategy - Q1 2026","9897cf41-d22d-4dd4-91c7-96c3dc2336ba",2026-01-05T07:20:39Z,2026-01-26T07:30:13Z,"01f011dc-8d52-4de4-9524-780ccef3313b","ba7b39b5-2f96-4c6b-8d55-9e6c7cbd3ea4","january","0","2026","<p><span style=""font-weight:bold"">Objectives:</span></p><p> </p><p>Drive consumer conversion through scientific differentiation and lifestyle alignment. By executing targeted educational content that clearly substantiates the superior pH and mineral advantages of Alkalive, we aim to establish the brand as the trusted, premium choice for high-performance hydration and modern wellness routines in Jordan.</p><p> </p><p>Following the success of late 2025, the Q1 strategy focuses on renewal and consistency, positioning Alkalive as the essential partner for health-conscious Jordanians starting their new year’s resolutions.</p><p> </p><p><span style=""font-weight:bold"">This quarter follows this direction:</span></p><p> </p><ol><li><span style=""font-weight:bold"">New Year, New Routine:</span> Simplify the science behind alkaline water (pH 8–8.5, minerals, fast absorption) to fit into &quot;fresh start&quot; wellness habits.</li><li><span style=""font-weight:bold"">SEO &amp; Social Synergy:</span> Align social content subjects with the new Website Blogs and targeted keywords like &quot;alkaline water Jordan&quot; to drive cross-platform traffic.</li><li><span style=""font-weight:bold"">Holistic Health:</span> Focus on the importance of hydration for immunity and recovery during the final months of winter and the transition into spring</li></ol><p> </p><p><span style=""font-weight:bold"">Content Deliverables (Monthly):</span></p><ul><li><span style=""font-weight:bold"">5</span> Static Posts/Carousels</li><li><span style=""font-weight:bold"">1</span> Reel</li></ul><p> </p><p><span style=""font-weight:bold"">Content Pillars:</span></p><p> </p><p>1. Education &amp; Differentiation</p><p><span style=""font-weight:bold"">Goal:</span> To simplify the science behind alkaline water (pH balance, minerals, hydration) and highlight what makes Alkalive a scientifically backed, premium water brand. </p><p> </p><p><span style=""font-weight:bold"">What’s new this quarter:</span></p><ul><li><span style=""font-weight:bold"">Deep Dive into pH:</span> Explaining the specific benefits of <span style=""font-weight:bold"">pH 8–8.5</span> for balancing body acidity after holiday indulgence.</li><li><span style=""font-weight:bold"">Mineral Bioavailability:</span> Educating the audience on why Alkalive’s mineral profile leads to faster absorption.</li><li><span style=""font-weight:bold"">SEO-Driven Educational Graphics:</span> Infographics based on high-volume search queries regarding &quot;alkaline benefits&quot;.</li></ul><p> </p><p>2. Lifestyle &amp; Community</p><p><span style=""font-weight:bold"">Goal:</span> To connect Alkalive to real Jordanian lifestyles, positioning it as an essential part of an aspirational, active, and mindful daily routine. </p><p> </p><p><span style=""font-weight:bold"">What’s new this quarter:</span></p><p> </p><ul><li><span style=""font-weight:bold"">&quot;The 2026 Blueprint&quot;:</span> Showcasing hydration moments in professional and fitness settings (work, gym, morning routines).</li><li><span style=""font-weight:bold"">Jordanian Settings:</span> Using local landmarks and relatable visuals to build community trust.</li><li><span style=""font-weight:bold"">Interactive Community Challenges:</span> Encouraging followers to share their &quot;Balance&quot; goals for the year.</li></ul><p> </p><p>3. Trust &amp; Transparency</p><p><span style=""font-weight:bold"">Goal:</span> To build credibility and trust by showcasing Alkalive’s quality, purity, and authentic Jordanian roots. </p><p> </p><p><span style=""font-weight:bold"">What’s new this quarter:</span></p><p> </p><ul><li><span style=""font-weight:bold"">Behind-the-Source:</span> Content focusing on the Alkalive water source and the rigorous purification process.</li><li><span style=""font-weight:bold"">Premium Look &amp; Feel:</span> Highlighting the aesthetic appeal of the packaging in &quot;lifestyle&quot; environments.</li><li><span style=""font-weight:bold"">Q&amp;A Series:</span> Direct engagement by asking &quot;What keeps followers balanced daily?&quot; and addressing common water-quality myths.</li></ul><p> </p><p>4. Seasonal Wellness &amp; Education</p><p><span style=""font-weight:bold"">Goal:</span> To address season-specific hydration needs, focusing on the importance of staying properly hydrated even during cold weather to support energy and immunity. </p><p> </p><p><span style=""font-weight:bold"">What’s new this quarter:</span></p><p> </p><ul><li><span style=""font-weight:bold"">Winter Immunity:</span> Content focusing on how hydration supports the immune system during the peak of flu season.</li><li><span style=""font-weight:bold"">Hydration for Recovery:</span> Focusing on hydration&#x27;s role in muscle recovery for those starting new January fitness programs.</li><li><span style=""font-weight:bold"">Spring Transition:</span> Shifting visuals from &quot;cozy winter&quot; to &quot;active fresh start&quot; as the quarter progresses.</li></ul><p> </p><p><span style=""font-weight:bold"">Notes:</span></p><p>To sustain consistency and ensure the brand maintains its bold yet human tone, all creative assets must adhere to the visual goal: </p><p>Clean, airy, real-life Jordan moments, diverse, inclusive, and aspirational. The immediate focus remains on Growth, SEO Integration, and Sustained Education.</p>","2026-january-671389","18b7a26f-7f8a-456f-a7c6-d26aa1535fec","/strategy/2026-january-671389",2,1
,"9d2e67d3-101d-46da-ba67-ad6e1cdce20f",2025-10-23T06:23:28Z,2026-01-06T11:06:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","ba7b39b5-2f96-4c6b-8d55-9e6c7cbd3ea4","october","9","2025","<p> </p>","2025-october-671389","18b7a26f-7f8a-456f-a7c6-d26aa1535fec","/strategy/2025-october-671389",11,4
,"a0e83edd-a7d5-4b87-a8c5-06b22cb94520",2025-10-01T09:31:43Z,2026-01-06T11:06:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","be5a7ff1-e84f-43fb-b6de-579ec9c8315d","september","8","2025",,"2025-september-217947","7557f5a6-ad5d-47aa-a0b6-8aa0c8f4009f","/strategy/2025-september-217947",,
"Esperia Volleyball Academy - December 2025 - Social Media Strategy","a21ad397-b0ec-4ea8-893a-acc16ec83781",2025-11-19T10:46:47Z,2026-01-06T11:06:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","90f693b9-af56-47a1-9965-98bf0326b43e","december","11","2025","<p class=""font_8"">December is about visibility, trust-building, and camp promotion. Esperia’s strategy will spotlight high-energy volleyball moments, educational content, and youth-focused community storytelling to capture peak seasonal interest as families search for meaningful winter activities for their children.</p>
<p class=""font_8"">&nbsp;</p>
<p class=""font_8"">By combining skill-based tutorials, coach-led insights, and hype-driven promotional storytelling for the Kids’ Winter Camp, the content will humanise the academy, showcase coaching expertise, and strengthen Esperia’s identity as the leading volleyball academy in the region.</p>
<p class=""font_8"">&nbsp;</p>
<p class=""font_8""><strong>Deliverables</strong></p>
<p class=""font_8"">4 Reels</p>
<p class=""font_8"">4 Static/Carousel Posts</p>
<p class=""font_8"">8 Stories</p>
<p class=""font_8"">&nbsp;</p>
<p class=""font_8""><strong>Target Audience</strong>:</p>
<p class=""font_8"">Primary: Parents of kids (6–17) in Dubai/UAE who are looking for winter camp activities, sports classes, holiday camps.</p>
<p class=""font_8"">Secondary: Teen athletes &amp; volleyball enthusiasts who want to improve their skills, local volleyball community, coaches.</p>
<p class=""font_8"">&nbsp;</p>
<p class=""font_8""><strong>Content Pillars:</strong></p>
<p class=""font_8"">&nbsp;</p>
<p class=""font_8""><strong>1. Kids’ Winter Camp Promotion</strong></p>
<p class=""font_8""><em>Goal: Drive sign-ups by showcasing the value, activities, and beach location of the camp.</em></p>
<p class=""font_8"">&nbsp;</p>
<p class=""font_8"">Formats:</p>
<p class=""font_8"">Reels: “What Your Child Will Learn at Camp,” “Why Parents Love Esperia Winter Camp”</p>
<p class=""font_8"">Carousels: “Winter Camp 2025 Highlights, schedules, inclusions, benefits, camp breakdown slides.</p>
<p class=""font_8"">Stories: Countdown timers, reminders, FAQs for parents.</p>
<p class=""font_8"">&nbsp;</p>
<p class=""font_8""><strong>2. Volleyball Challenges, Fun Moments &amp; Team Culture</strong></p>
<p class=""font_8""><em>Goal: Strengthen community and boost organic engagement through playful, high-energy content.</em></p>
<p class=""font_8"">&nbsp;</p>
<p class=""font_8"">Formats:</p>
<p class=""font_8"">Reels: “Fun Volleyball Challenge,” “Coach vs. Student Challenge,” Fun team moment montages.</p>
<p class=""font_8"">Stories: Polls, quick behind-the-scenes from training.</p>
<p class=""font_8"">&nbsp;</p>
<p class=""font_8""><strong>3. Tutorials, Tips &amp; How-Tos</strong></p>
<p class=""font_8""><em>Goal: Establish Esperia as a knowledge authority and attract motivated young players.</em></p>
<p class=""font_8"">&nbsp;</p>
<p class=""font_8"">Formats:</p>
<p class=""font_8"">Reels: “How to Serve Better,” “Fix Your Footwork,” “Volley Tips for Beginners.”</p>
<p class=""font_8"">TikTok: Fast-paced demos, “What-Not-To-Do""</p>
<p class=""font_8"">&nbsp;</p>
<p class=""font_8""><strong>4. Meet the Coaches</strong></p>
<p class=""font_8""><em>Goal: Build trust and confidence through personal connection with the coaching team.</em></p>
<p class=""font_8"">&nbsp;</p>
<p class=""font_8"">Formats:</p>
<p class=""font_8"">Reels: “Meet the Team,” “Coach Spotlight,” Freeze-frame introductions.</p>
<p class=""font_8"">Stories: Coaches prepping drills, explaining techniques, warm-up routines.</p>","2025-december-791373","34a2f467-ef8e-4733-b6ad-7d176e614466","/strategy/2025-december-791373",11,4
,"a46ac16c-6e67-48a2-88c2-3aec24e53f63",2025-10-01T09:32:29Z,2026-01-06T11:06:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","62980c2d-3d5b-4488-8b5e-83dc24f687b3","september","8","2025",,"2025-september-744937","ac8e2429-cd88-4f8a-97b3-cfb7abb2e4f9","/strategy/2025-september-744937",,
,"a59a6f28-b75b-4029-a891-d7063d247659",2025-09-16T08:35:55Z,2026-01-06T11:06:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","1212678d-037b-475a-b187-a27821e2d3c8","july","6","2025",,"2025-july-743079","e5a8f142-b45d-4375-973d-f0cc776663e1","/strategy/2025-july-743079",8,3
"Crypto Homes DXB - October 2025 - Social Media & Website Blog Strategy","a5db7634-067f-432e-8771-cba6ce40e9ff",2025-09-22T08:30:35Z,2026-01-06T11:06:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","90f5bb8e-1da9-441f-b63b-1941b663318b","october","9","2025","<p>This month balances <span style=""font-weight:bold"">thought leadership, engagement, and direct property promotion</span>. It leans on Jake &amp; Aaron’s credibility, delivers timely market insights, and introduces property-focused content tied directly to the website.</p><p> </p><p><span style=""font-weight:bold"">Content Formats</span></p><p>Video Content – 8 + 2 (carry over from July)</p><p>Image Content – 8<br/>Stories - 8</p><p> </p><p><span style=""font-weight:bold"">1. Jake’s Take (Crypto &amp; Property Unlocked) – Featuring Jake &amp; Aaron</span></p><ul><li>Long-form insights from Jake and Aaron about crypto real estate trends.</li><li>Formats:</li><ul><li>Reels with Q&amp;A snippets from both (audience-submitted questions).</li><li>LinkedIn articles positioning them as thought leaders.</li></ul><li>Goal: Strengthen credibility, make the brand more personal and authoritative.</li></ul><p> </p><p><span style=""font-weight:bold"">2. Market Insights &amp; Trends</span></p><ul><li>Weekly updates on Dubai real estate + crypto adoption.</li><li>Formats:</li><ul><li><span style=""font-weight:bold"">Reels</span>: “Crypto News”</li><li><span style=""font-weight:bold"">Carousels</span>: Stats + graphics (e.g., property yields, transaction volumes, crypto adoption rates).</li><li><span style=""font-weight:bold"">Stories</span>: Polls like “Do you think tokenisation is the future of real estate?”</li></ul><li>Goal: Showcase Crypto Homes as the go-to source for trustworthy news.</li></ul><p> </p><p><span style=""font-weight:bold"">3. Engagement &amp; Entertainment (Quiz Reels)</span></p><ul><li>Keep audiences engaged with interactive formats.</li><li>Formats:</li><ul><li>“Myth or Fact” quiz reels.</li><li>Polls  in Stories to test crypto/real estate knowledge.</li><li>Quick “POV” memes (e.g., “POV: You bought your first villa with Bitcoin”).</li></ul><li>Goal: Drive comments, shares, and story interactions.</li></ul><p> </p><p><span style=""font-weight:bold"">New October Additions</span></p><p> </p><p><span style=""font-weight:bold"">4. Property Tour Reels</span></p><ul><li>Walkthroughs of listed properties to spark curiosity and encourage website visits.</li><li>Content:</li><ul><li>Showcase interiors, exteriors, and lifestyle around the property.</li></ul><li>Goal: Encourage viewing listings on the website.</li></ul><p> </p><p><span style=""font-weight:bold"">5. Property Carousels (with Crypto Prices)</span></p><ul><li>Static posts displaying properties with both AED and crypto price equivalents  (BTC).</li><li>Stories promoting hot listing and links to website</li><li>Goal: Position Crypto Homes as the hub for crypto property buyers while boosting website traffic.</li></ul><p> </p><p><span style=""font-weight:bold"">Minimum views per video content (Organic + Boosted):</span></p><ul><li>2k on IG</li><li>5k on TikTok</li><li>500 on LinkedIn</li></ul><p> </p><p><span style=""font-weight:bold"">Boosting Strategy</span></p><ul><li>Promote all reels initially at AED 50.00 minum, allocate more budget on best performing reels at AED 100.00 per reel.</li><li>Additional budget allocation to property tour reels at AED 100.00 per reel</li></ul>","2025-october-29250","cc1e8c94-1f3d-4942-ba0a-3f5041a105cc","/strategy/2025-october-29250",11,4
,"a68ab89d-c5b3-48c7-8ee6-c99bde84e38d",2025-10-03T06:47:14Z,2026-01-06T11:06:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","c27ec391-f198-49d2-a60e-6a3516fb252b","october","9","2025","<p>For October, the strategy is designed to announce and cement the HORECA 2026 rebrand, clearly communicating its expanded scope: Connecting Hotels, Restaurants &amp; Catering - establishing it as Libya&#x27;s leading hospitality platform.</p><p> </p><p>Content Formats:</p><p>6 Reels</p><p>8 Stories</p><p> </p><p><span style=""font-weight:bold"">Theme: </span>Connecting Hotels, Restaurants &amp; Catering Under One Roof</p><p> </p><p><span style=""font-weight:bold"">Content Pillars:</span></p><p>1. The Rebrand: Announcement of HORECA</p><p><span style=""font-style:italic"">Goal: To establish the shift from ‘The RNF Show’ to ‘HORECA’ and position the event as the leading leadership platform for the entire hospitality ecosystem in Libya.</span></p><p> </p><p>2. The Value Proposition: HORECA Libya 2026 Preview</p><p><span style=""font-style:italic"">Goal: To answer &quot;What&#x27;s in it for me?&quot; for the attendees and exhibitors</span></p><p> </p><p>3. The Call to Action: Be Part of It</p><p><span style=""font-style:italic"">Goal: To convert the awareness and interest from the first two pillars into registrations</span></p>","2025-october-24990","448570ff-ae32-45a3-8790-5bca1175adae","/strategy/2025-october-24990",,
"Crypto Homes DXB - July 2025 - Social Media Strategy","af4996a3-cb57-4210-afcf-186662ce5cac",2025-08-03T21:03:22Z,2026-01-06T11:06:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","90f5bb8e-1da9-441f-b63b-1941b663318b","july","6","2025","<p><span style=""font-weight:bold"">Objective:</span><br/>Establish brand presence, build credibility, and attract a niche audience of crypto-savvy investors and modern property buyers.</p><p> </p><p><span style=""font-weight:bold"">Primary Goals</span></p><ol><li><span style=""font-weight:bold"">Brand Awareness:</span> Introduce Crypto Homes DXB as a trailblazer in crypto-backed real estate transactions.</li><li><span style=""font-weight:bold"">Educate &amp; Engage:</span> Simplify crypto + property for first-time buyers and investors.</li><li><span style=""font-weight:bold"">Build Community:</span> Grow an engaged, loyal audience via content, storytelling, and interaction</li></ol>","2025-july-29250","cc1e8c94-1f3d-4942-ba0a-3f5041a105cc","/strategy/2025-july-29250",8,3
"Airstay Holiday Homes - December 2025 - Social Media Strategy","b1101306-0672-4edb-aba0-31434c5248b6",2025-11-25T12:53:53Z,2026-01-07T12:08:35Z,"01f011dc-8d52-4de4-9524-780ccef3313b","1212678d-037b-475a-b187-a27821e2d3c8","december","11","2025","<p>For December, our strategy will focus on delivering holiday-themed, emotionally rich, and destination-driven content that positions Airstay as the top choice for travellers. Every piece of content will highlight comfort, family moments, and the magic of spending the season in Dubai.</p><p> </p><p><span style=""font-weight:bold"">Core Goals:</span></p><ul><li>Build emotional connection through festive and family-oriented content</li><li>Increase engagement and share-worthy posts during peak season</li><li>Demonstrate Airstay’s value through location, comfort, and guest experience</li><li>Highlight Dubai as the ideal December destination</li><li>Strengthen Airstay’s brand authority through leadership insights (Timothy’s Take)</li></ul><p> </p><p><span style=""font-weight:bold"">Deliverables:</span></p><p>4 Reels</p><p>4 Carousels</p><p>8 Stories</p><p> </p><p><span style=""font-weight:bold"">Content Pillars:</span></p><p><span style=""font-weight:bold"">1. Holiday-Themed Content</span></p><p><span style=""font-style:italic"">Goal: Create a fun, cosy, and festive atmosphere that encourages guests to choose Airstay for their seasonal stays.</span></p><p> </p><p>Format:</p><p>Reels: “Celebrate the Holidays at Airstay Holiday Homes,” “Festive Date Night”</p><p> </p><p><span style=""font-weight:bold"">2. Dubai as the Perfect Holiday Destination</span></p><p><span style=""font-style:italic"">Goal: Showcase why Dubai is a dream December getaway: iconic locations, festive events, incredible views, and how Airstay completes the experience.</span></p><p> </p><p>Format:</p><p>Reel: “A Day in Dubai During the Holidays”</p><p> </p><p><span style=""font-weight:bold"">3. Family &amp; Togetherness</span></p><p>Goal: Tap into emotional storytelling that highlights family warmth, shared traditions, and holiday bonding inside Airstay homes.</p><p> </p><p>Format:</p><p>Reel: “Small moments that feel big” (POV lifestyle shots), Emotional storytelling panels (“This is where memories happen…”)</p><p> </p><p><span style=""font-weight:bold"">4. Timothy’s Take</span></p><p><span style=""font-style:italic"">Goal: Strengthen authority, trust, and brand credibility by sharing leadership perspectives and market insights directly from Timothy.</span></p><p> </p><p>Format:</p><p>Blog: Key market trends for December, short insights on guest behaviour and seasonal travel</p><p> </p><p><span style=""font-weight:bold"">Note:</span></p><p>Maintain cultural sensitivity for the UAE (no religious symbolism beyond general festive visuals)</p><p> </p>","2025-december-743079","e5a8f142-b45d-4375-973d-f0cc776663e1","/strategy/2025-december-743079",11,4
"Calvo - December 2025 - Social Media & Content Strategy","bd2f0d97-fc64-4cf1-9037-bbae217291e5",2025-12-05T07:44:15Z,2026-01-06T11:06:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","6a782226-83c3-4c2b-a265-c2be8ad567b6","december","11","2025","<p><span style=""font-weight:bold"">Objectives:</span></p><p>Establish decisive market entry and cultural resonance by consistently communicating the brand&#x27;s authentic Spanish heritage and superior quality, while strategically showcasing its versatility to integrate seamlessly into diverse Jordanian family recipes and everyday meals, thereby driving consumer trial and adoption.</p><p> </p><p>Following the launch in November, December&#x27;s strategy will continue to emphasise Mediterranean quality, authentic Spanish heritage, and visually compelling meal inspiration that highlights Calvo Tuna as the premium-yet-accessible brand for every Jordanian table.</p><p> </p><p>This month follows this direction:</p><ol><li><span style=""font-weight:bold"">Cultural Localization:</span> Blend Calvo’s Spanish soul with local Jordanian culture to drive emotional connection and acceptance (e.g., using Calvo in local favorite meals).</li><li><span style=""font-weight:bold"">Education &amp; Versatility:</span> Communicate Calvo’s Spanish origins, quality, and versatility as a high-protein, healthy ingredient in daily and family meals.</li><li><span style=""font-weight:bold"">Engagement &amp; Conversion:</span> Build community through interactive content to encourage trial and drive retail visibility.</li></ol><p> </p><p><span style=""font-weight:bold"">Content Deliverables:</span></p><p>1 Reel</p><p>5 Static/Carousels  </p><p>4 Stories</p><p> </p><p><span style=""font-weight:bold"">Content Pillars:</span></p><p><span style=""font-weight:bold"">1. Brand &amp; Product Education</span></p><p><span style=""font-weight:bold"">Goal:</span> To communicate Calvo’s Spanish origins, quality process, and nutritional superiority, establishing it as a premium-yet-accessible protein partner.</p><p><span style=""font-weight:bold"">What&#x27;s new this month:</span></p><ul><li>Focus on <span style=""font-weight:bold"">&quot;From Spain to Jordan&quot;</span> journey and heritage (e.g., &quot;Why Everyone in Spain Loves Calvo&quot;).</li><li>Highlight the high protein, low fat, and Omega-3 benefits using simple infographics.</li></ul><p> </p><p><span style=""font-weight:bold"">2. Lifestyle &amp; Recipe Inspiration</span></p><p><span style=""font-weight:bold"">Goal:</span> To demonstrate Calvo’s versatility by providing easy, healthy, Mediterranean-inspired recipes that fit the modern Jordanian lifestyle.</p><p><span style=""font-weight:bold"">What&#x27;s new this month:</span></p><ul><li>Showcase recipes that are <span style=""font-weight:bold"">&quot;Fast, fresh, and full of flavor&quot;</span> (e.g., Tuna Fettuccine Mediterranean Style).</li><li>Use step-by-step carousels and visually appealing food photography.</li></ul><p> </p><p><span style=""font-weight:bold"">3. Cultural Localization</span></p><p><span style=""font-weight:bold"">Goal:</span> To build connection by seamlessly integrating Calvo into familiar Jordanian meals and flavor profiles.</p><p><span style=""font-weight:bold"">What&#x27;s new this month:</span></p><ul><li>Focus on <span style=""font-weight:bold"">&quot;Tuna Your Way&quot;</span> by featuring local favorites (From Maqluba to Tabbouleh) reimagined with Calvo.</li><li>Leverage cultural touchpoints to show how the brand fits right in.</li></ul><p> </p><p><span style=""font-weight:bold"">4. Engagement &amp; Community</span></p><p><span style=""font-weight:bold"">Goal:</span> To build an interactive community and increase followers by using relatable and fun content.</p><p><span style=""font-weight:bold"">What&#x27;s new this month:</span></p><ul><li>Implement interactive Stories (Polls, Quizzes) such as <span style=""font-weight:bold"">&quot;Which Calvo Dish Are You?&quot;</span> or &quot;Guess the Ingredient.&quot;</li><li>Promote conversation with questions encouraging followers to share their favorite tuna meals.</li></ul><p> </p><p><span style=""font-weight:bold"">Notes:</span></p><p>To sustain the launch momentum and ensure a strong finish to the year, boosted posts should focus on Conversion (product visibility) and Education (nutrition/quality), with a strong emphasis on blending the Spanish heritage with authentic Jordanian flavor and family moments.</p>","2025-december-404666","40a8a1f7-5a78-4af6-b050-00f2e457ee04","/strategy/2025-december-404666",11,4
,"c5624c6d-1afd-4b40-ae3e-37d90a0501db",2025-10-01T08:14:13Z,2026-01-06T11:06:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","cf43c9d2-0680-46a6-bfb1-614177099a56","february","1","2025",,"2025-february-73693","e1d94d72-9ae6-42d9-89d5-694115a43c97","/strategy/2025-february-73693",,
"Alkalive Jordan - December 2025 - Social Media & Content Strategy","cad50117-5fd8-48d5-bb21-602d9eedc9fe",2025-12-05T13:11:21Z,2026-01-06T11:06:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","ba7b39b5-2f96-4c6b-8d55-9e6c7cbd3ea4","december","11","2025","<p><span style=""font-weight:bold"">Objectives:</span></p><p>Drive consumer conversion through scientific differentiation and lifestyle alignment by executing targeted educational content that clearly substantiates the superior pH and mineral advantages of the water, establishing Alkalive as the trusted, premium choice for high-performance hydration and modern wellness routines.</p><p> </p><p>Following November&#x27;s results, December&#x27;s strategy will continue to emphasise consistent content, education, and visually compelling posts that highlight Alkalive as the premium alkaline water brand designed to energise modern, health-conscious Jordanians.</p><p> </p><p><span style=""font-weight:bold"">This month follows this direction:</span></p><ol><li><span style=""font-weight:bold"">Educate &amp; Differentiate:</span> Simplify the science behind alkaline water (pH balance, minerals, fast absorption).</li><li><span style=""font-weight:bold"">Foster Lifestyle Connection:</span> Position Alkalive as part of an aspirational, active, and mindful Jordanian lifestyle.</li><li><span style=""font-weight:bold"">Address Seasonal Wellness:</span> Focus on the importance of hydration and balance during the winter months.</li></ol><p><span style=""font-weight:bold"">Content Deliverables:</span></p><p> </p><p>5 Static/Carousels</p><p>1 Reel </p><p>4 Stories</p><p> </p><p><span style=""font-weight:bold"">Content Pillars:</span></p><p> </p><p><span style=""font-weight:bold"">1. Education &amp; Differentiation</span></p><p><span style=""font-weight:bold"">Goal:</span> To simplify the science behind alkaline water (pH balance, minerals, hydration) and highlight what makes Alkalive a scientifically backed, premium water brand.</p><p><span style=""font-weight:bold"">What&#x27;s new this month:</span></p><ul><li><span style=""font-weight:bold"">Explaining Alkalive’s pH &amp; mineral advantage</span> (pH 8–8.5, rich minerals, fast absorption).</li><li>Side-by-side comparison of alkaline vs. regular water benefits.</li><li>Minimal infographic style content to communicate science simply.</li></ul><p> </p><p><span style=""font-weight:bold"">2. Lifestyle &amp; Community</span></p><p><span style=""font-weight:bold"">Goal:</span> To connect Alkalive to real Jordanian lifestyles, positioning it as an essential part of an aspirational, active, and mindful lifestyle.</p><p><span style=""font-weight:bold"">What&#x27;s new this month:</span></p><ul><li>Content showcasing everyday hydration moments in Jordan (work, gym, cafe, commuting).</li><li>Emphasis on the theme: <span style=""font-weight:bold"">&quot;This Is What Balance Looks Like.&quot;</span></li><li>Using local settings and relatable visuals to build community trust.</li></ul><p> </p><p><span style=""font-weight:bold"">3. Trust &amp; Transparency</span></p><p><span style=""font-weight:bold"">Goal:</span> To build credibility and trust by showcasing Alkalive&#x27;s quality, purity, and authenticity.</p><p><span style=""font-weight:bold"">What&#x27;s new this month:</span></p><ul><li>Content focusing on the Alkalive water source &amp; quality.</li><li>Highlighting the purification process and premium look.</li><li>Encouraging engagement by asking what keeps followers balanced daily.</li></ul><p> </p><p><span style=""font-weight:bold"">4. Seasonal Wellness &amp; Education</span></p><p><span style=""font-weight:bold"">Goal:</span> To address season-specific hydration needs, focusing on the importance of staying properly hydrated even during cold weather, supporting energy and immunity.</p><p><span style=""font-weight:bold"">What&#x27;s new this month:</span></p><ul><li>Content focusing on the Importance of hydration during winter.</li><li>Cozy winter aesthetic and seasonal cues to reinforce relevance.</li><li>Post scheduled for early January to kickstart the New Year&#x27;s focus on health.</li></ul><p> </p><p><span style=""font-weight:bold"">Notes:</span></p><p>To sustain consistency and ensure the brand maintains its bold yet human tone, all creative assets must adhere to the visual goal: Clean, airy, real-life Jordan moments, diverse, inclusive, and aspirational. The immediate focus remains on Launch Awareness and Education.</p>","2025-december-671389","18b7a26f-7f8a-456f-a7c6-d26aa1535fec","/strategy/2025-december-671389",11,4
,"d3276bf8-af60-4bf9-9daf-4de8398e3fcc",2025-12-18T12:28:22Z,2026-01-06T11:06:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","december","11","2025",,"2025-december-583012","c4723d06-5b05-482c-b318-5472ec4c334f","/strategy/2025-december-583012",,
"Elite Recruitment - Q1 2026 - Social Media Marketing Strategy","e1782c13-eea5-4fe6-8c55-82d3c6d380d4",2026-01-21T08:19:48Z,2026-01-26T07:30:13Z,"01f011dc-8d52-4de4-9524-780ccef3313b","5f4622df-b55f-43d6-9ff8-3eac20caf538",,"0","2026",,"2026-january-454934","41599ce5-0074-454c-a2ec-8706540b238d","/strategy/2026-january-454934",2,1
,"e4b008ce-7775-457c-81dd-9b2485c274bc",2025-10-01T09:31:47Z,2026-01-06T11:06:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","be5a7ff1-e84f-43fb-b6de-579ec9c8315d","august","7","2025",,"2025-august-217947","7557f5a6-ad5d-47aa-a0b6-8aa0c8f4009f","/strategy/2025-august-217947",,
